sentences_original,sen_values,label,lemmatized_tokens
a muddled limp biscuit of a movie a vampire soap opera that does n t make much sense even on its own terms ,0.125,neg,"['a', 'muddled', 'limp', 'biscuit', 'of', 'a', 'movie', 'a', 'vampire', 'soap', 'opera', 'that', 'doe', 'n', 't', 'make', 'much', 'sense', 'even', 'on', 'it', 'own', 'term']"
there s the plot and a maddeningly insistent and repetitive piano score that made me want to scream ,0.27778,neg,"['there', 's', 'the', 'plot', 'and', 'a', 'maddeningly', 'insistent', 'and', 'repetitive', 'piano', 'score', 'that', 'made', 'me', 'want', 'to', 'scream']"
this is a movie so insecure about its capacity to excite that it churns up not one but two flagrantly fake thunderstorms to underscore the action ,0.375,neg,"['this', 'is', 'a', 'movie', 'so', 'insecure', 'about', 'it', 'capacity', 'to', 'excite', 'that', 'it', 'churn', 'up', 'not', 'one', 'but', 'two', 'flagrantly', 'fake', 'thunderstorm', 'to', 'underscore', 'the', 'action']"
this is amusing for about three minutes ,0.54167,neutral,"['this', 'is', 'amusing', 'for', 'about', 'three', 'minute']"
klein charming in comedies like american pie and dead on in election delivers one of the saddest action hero performances ever witnessed ,0.29167,neg,"['klein', 'charming', 'in', 'comedy', 'like', 'american', 'pie', 'and', 'dead', 'on', 'in', 'election', 'delivers', 'one', 'of', 'the', 'saddest', 'action', 'hero', 'performance', 'ever', 'witnessed']"
it s rare to see a movie that takes such a speedy swan dive from promising to interesting to familiar before landing squarely on stupid ,0.25,neg,"['it', 's', 'rare', 'to', 'see', 'a', 'movie', 'that', 'take', 'such', 'a', 'speedy', 'swan', 'dive', 'from', 'promising', 'to', 'interesting', 'to', 'familiar', 'before', 'landing', 'squarely', 'on', 'stupid']"
this is the sort of low grade dreck that usually goes straight to video with a lousy script inept direction pathetic acting poorly dubbed dialogue and murky cinematography complete with visible boom mikes ,0.013888999999999999,neg,"['this', 'is', 'the', 'sort', 'of', 'low', 'grade', 'dreck', 'that', 'usually', 'go', 'straight', 'to', 'video', 'with', 'a', 'lousy', 'script', 'inept', 'direction', 'pathetic', 'acting', 'poorly', 'dubbed', 'dialogue', 'and', 'murky', 'cinematography', 'complete', 'with', 'visible', 'boom', 'mike']"
the direction occasionally rises to the level of marginal competence but for most of the film it is hard to tell who is chasing who or why ,0.27778,neg,"['the', 'direction', 'occasionally', 'rise', 'to', 'the', 'level', 'of', 'marginal', 'competence', 'but', 'for', 'most', 'of', 'the', 'film', 'it', 'is', 'hard', 'to', 'tell', 'who', 'is', 'chasing', 'who', 'or', 'why']"
there are few things more frustrating to a film buff than seeing an otherwise good movie marred beyond redemption by a disastrous ending ,0.29167,neg,"['there', 'are', 'few', 'thing', 'more', 'frustrating', 'to', 'a', 'film', 'buff', 'than', 'seeing', 'an', 'otherwise', 'good', 'movie', 'marred', 'beyond', 'redemption', 'by', 'a', 'disastrous', 'ending']"
it wo n t harm anyone but neither can i think of a very good reason to rush right out and see it ,0.52778,neutral,"['it', 'wo', 'n', 't', 'harm', 'anyone', 'but', 'neither', 'can', 'i', 'think', 'of', 'a', 'very', 'good', 'reason', 'to', 'rush', 'right', 'out', 'and', 'see', 'it']"
after all it ll probably be in video stores by christmas and it might just be better suited to a night in the living room than a night at the movies ,0.27778,neg,"['after', 'all', 'it', 'll', 'probably', 'be', 'in', 'video', 'store', 'by', 'christmas', 'and', 'it', 'might', 'just', 'be', 'better', 'suited', 'to', 'a', 'night', 'in', 'the', 'living', 'room', 'than', 'a', 'night', 'at', 'the', 'movie']"
looks more like a travel agency video targeted at people who like to ride bikes topless and roll in the mud than a worthwhile glimpse of independent community guiding lights ,0.13889,neg,"['look', 'more', 'like', 'a', 'travel', 'agency', 'video', 'targeted', 'at', 'people', 'who', 'like', 'to', 'ride', 'bike', 'topless', 'and', 'roll', 'in', 'the', 'mud', 'than', 'a', 'worthwhile', 'glimpse', 'of', 'independent', 'community', 'guiding', 'light']"
given too much time to consider the looseness of the piece the picture begins to resemble the shapeless grasping actors workshop that it is ,0.083333,neg,"['given', 'too', 'much', 'time', 'to', 'consider', 'the', 'looseness', 'of', 'the', 'piece', 'the', 'picture', 'begin', 'to', 'resemble', 'the', 'shapeless', 'grasping', 'actor', 'workshop', 'that', 'it', 'is']"
they kept much of the plot but jettisoned the stuff that would make this a moving experience for people who have n t read the book ,0.29167,neg,"['they', 'kept', 'much', 'of', 'the', 'plot', 'but', 'jettisoned', 'the', 'stuff', 'that', 'would', 'make', 'this', 'a', 'moving', 'experience', 'for', 'people', 'who', 'have', 'n', 't', 'read', 'the', 'book']"
just because a walk to remember is shrewd enough to activate girlish tear ducts does n t mean it s good enough for our girls ,0.36111,neg,"['just', 'because', 'a', 'walk', 'to', 'remember', 'is', 'shrewd', 'enough', 'to', 'activate', 'girlish', 'tear', 'duct', 'doe', 'n', 't', 'mean', 'it', 's', 'good', 'enough', 'for', 'our', 'girl']"
 carvey s characters are both overplayed and exaggerated but then again subtlety has never been his trademark ,0.18056,neg,"['carvey', 's', 'character', 'are', 'both', 'overplayed', 'and', 'exaggerated', 'but', 'then', 'again', 'subtlety', 'ha', 'never', 'been', 'his', 'trademark']"
it s mildly interesting to ponder the peculiar american style of justice that plays out here but it s so muddled and derivative that few will bother thinking it all through ,0.34722,neg,"['it', 's', 'mildly', 'interesting', 'to', 'ponder', 'the', 'peculiar', 'american', 'style', 'of', 'justice', 'that', 'play', 'out', 'here', 'but', 'it', 's', 'so', 'muddled', 'and', 'derivative', 'that', 'few', 'will', 'bother', 'thinking', 'it', 'all', 'through']"
this dreadfully earnest inversion of the concubine love triangle eschews the previous film s historical panorama and roiling pathos for bug eyed mugging and gay niche condescension ,0.33333,neg,"['this', 'dreadfully', 'earnest', 'inversion', 'of', 'the', 'concubine', 'love', 'triangle', 'eschews', 'the', 'previous', 'film', 's', 'historical', 'panorama', 'and', 'roiling', 'pathos', 'for', 'bug', 'eyed', 'mugging', 'and', 'gay', 'niche', 'condescension']"
brown s saga like many before his makes for snappy prose but a stumblebum of a movie ,0.40278,neutral,"['brown', 's', 'saga', 'like', 'many', 'before', 'his', 'make', 'for', 'snappy', 'prose', 'but', 'a', 'stumblebum', 'of', 'a', 'movie']"
the boys sparring like the succession of blows dumped on guei wears down the story s more cerebral and likable plot elements ,0.40278,neutral,"['the', 'boy', 'sparring', 'like', 'the', 'succession', 'of', 'blow', 'dumped', 'on', 'guei', 'wear', 'down', 'the', 'story', 's', 'more', 'cerebral', 'and', 'likable', 'plot', 'element']"
the script by vincent r nebrida tries to cram too many ingredients into one small pot ,0.22221999999999997,neg,"['the', 'script', 'by', 'vincent', 'r', 'nebrida', 'try', 'to', 'cram', 'too', 'many', 'ingredient', 'into', 'one', 'small', 'pot']"
the story is so light and sugary that were it a macy s thanksgiving day parade balloon extra heavy duty ropes would be needed to keep it from floating away ,0.47222,neutral,"['the', 'story', 'is', 'so', 'light', 'and', 'sugary', 'that', 'were', 'it', 'a', 'macy', 's', 'thanksgiving', 'day', 'parade', 'balloon', 'extra', 'heavy', 'duty', 'rope', 'would', 'be', 'needed', 'to', 'keep', 'it', 'from', 'floating', 'away']"
oedekerk mugs mercilessly and the genuinely funny jokes are few and far between ,0.19444,neg,"['oedekerk', 'mug', 'mercilessly', 'and', 'the', 'genuinely', 'funny', 'joke', 'are', 'few', 'and', 'far', 'between']"
since dahmer resorts to standard slasher flick thrills when it should be most in the mind of the killer it misses a major opportunity to be truly revelatory about his psyche ,0.22221999999999997,neg,"['since', 'dahmer', 'resort', 'to', 'standard', 'slasher', 'flick', 'thrill', 'when', 'it', 'should', 'be', 'most', 'in', 'the', 'mind', 'of', 'the', 'killer', 'it', 'miss', 'a', 'major', 'opportunity', 'to', 'be', 'truly', 'revelatory', 'about', 'his', 'psyche']"
only those most addicted to film violence in all its forms will find anything here to appreciate ,0.59722,neutral,"['only', 'those', 'most', 'addicted', 'to', 'film', 'violence', 'in', 'all', 'it', 'form', 'will', 'find', 'anything', 'here', 'to', 'appreciate']"
cold and scattered minority report commands interest almost solely as an exercise in gorgeous visuals ,0.5,neutral,"['cold', 'and', 'scattered', 'minority', 'report', 'command', 'interest', 'almost', 'solely', 'a', 'an', 'exercise', 'in', 'gorgeous', 'visuals']"
that s not vintage spielberg and that finally is minimally satisfying ,0.56944,neutral,"['that', 's', 'not', 'vintage', 'spielberg', 'and', 'that', 'finally', 'is', 'minimally', 'satisfying']"
every now and again a movie comes along to remind us of how very bad a motion picture can truly be ,0.013888999999999999,neg,"['every', 'now', 'and', 'again', 'a', 'movie', 'come', 'along', 'to', 'remind', 'u', 'of', 'how', 'very', 'bad', 'a', 'motion', 'picture', 'can', 'truly', 'be']"
frank mcklusky c i is that movie ,0.47222,neutral,"['frank', 'mcklusky', 'c', 'i', 'is', 'that', 'movie']"
it s not difficult to spot the culprit early on in this predictable thriller ,0.41667,neutral,"['it', 's', 'not', 'difficult', 'to', 'spot', 'the', 'culprit', 'early', 'on', 'in', 'this', 'predictable', 'thriller']"
 a mostly boring affair with a confusing sudden finale that s likely to irk viewers ,0.40278,neutral,"['a', 'mostly', 'boring', 'affair', 'with', 'a', 'confusing', 'sudden', 'finale', 'that', 's', 'likely', 'to', 'irk', 'viewer']"
the trappings of i spy are so familiar you might as well be watching a rerun ,0.20833000000000002,neg,"['the', 'trapping', 'of', 'i', 'spy', 'are', 'so', 'familiar', 'you', 'might', 'a', 'well', 'be', 'watching', 'a', 'rerun']"
what starts off as a potentially incredibly twisting mystery becomes simply a monster chase film ,0.22221999999999997,neg,"['what', 'start', 'off', 'a', 'a', 'potentially', 'incredibly', 'twisting', 'mystery', 'becomes', 'simply', 'a', 'monster', 'chase', 'film']"
in the wake of saving private ryan black hawk down and we were soldiers you are likely to be as heartily sick of mayhem as cage s war weary marine ,0.31944,neg,"['in', 'the', 'wake', 'of', 'saving', 'private', 'ryan', 'black', 'hawk', 'down', 'and', 'we', 'were', 'soldier', 'you', 'are', 'likely', 'to', 'be', 'a', 'heartily', 'sick', 'of', 'mayhem', 'a', 'cage', 's', 'war', 'weary', 'marine']"
it is messy uncouth incomprehensible vicious and absurd ,0.11110999999999999,neg,"['it', 'is', 'messy', 'uncouth', 'incomprehensible', 'vicious', 'and', 'absurd']"
really does feel like a short stretched out to feature length ,0.33333,neg,"['really', 'doe', 'feel', 'like', 'a', 'short', 'stretched', 'out', 'to', 'feature', 'length']"
hampered no paralyzed by a self indulgent script that aims for poetry and ends up sounding like satire ,0.11110999999999999,neg,"['hampered', 'no', 'paralyzed', 'by', 'a', 'self', 'indulgent', 'script', 'that', 'aim', 'for', 'poetry', 'and', 'end', 'up', 'sounding', 'like', 'satire']"
cheap vulgar dialogue and a plot that crawls along at a snail s pace ,0.25,neg,"['cheap', 'vulgar', 'dialogue', 'and', 'a', 'plot', 'that', 'crawl', 'along', 'at', 'a', 'snail', 's', 'pace']"
and if you appreciate the one sided theme to lawrence s over indulgent tirade then knock yourself out and enjoy the big screen postcard that is a self glorified martin lawrence lovefest ,0.26389,neg,"['and', 'if', 'you', 'appreciate', 'the', 'one', 'sided', 'theme', 'to', 'lawrence', 's', 'over', 'indulgent', 'tirade', 'then', 'knock', 'yourself', 'out', 'and', 'enjoy', 'the', 'big', 'screen', 'postcard', 'that', 'is', 'a', 'self', 'glorified', 'martin', 'lawrence', 'lovefest']"
if you are willing to do this then you so crazy ,0.38889,neg,"['if', 'you', 'are', 'willing', 'to', 'do', 'this', 'then', 'you', 'so', 'crazy']"
directed without the expected flair or imagination by hong kong master john woo windtalkers airs just about every cliche in the war movie compendium across its indulgent two hour and fifteen minute length ,0.25,neg,"['directed', 'without', 'the', 'expected', 'flair', 'or', 'imagination', 'by', 'hong', 'kong', 'master', 'john', 'woo', 'windtalker', 'air', 'just', 'about', 'every', 'cliche', 'in', 'the', 'war', 'movie', 'compendium', 'across', 'it', 'indulgent', 'two', 'hour', 'and', 'fifteen', 'minute', 'length']"
it s a very tasteful rock and roll movie ,0.69444,pos,"['it', 's', 'a', 'very', 'tasteful', 'rock', 'and', 'roll', 'movie']"
you could put it on a coffee table anywhere ,0.54167,neutral,"['you', 'could', 'put', 'it', 'on', 'a', 'coffee', 'table', 'anywhere']"
the movie is loaded with good intentions but in his zeal to squeeze the action and our emotions into the all too familiar dramatic arc of the holocaust escape story minac drains his movie of all individuality ,0.375,neg,"['the', 'movie', 'is', 'loaded', 'with', 'good', 'intention', 'but', 'in', 'his', 'zeal', 'to', 'squeeze', 'the', 'action', 'and', 'our', 'emotion', 'into', 'the', 'all', 'too', 'familiar', 'dramatic', 'arc', 'of', 'the', 'holocaust', 'escape', 'story', 'minac', 'drain', 'his', 'movie', 'of', 'all', 'individuality']"
an infuriating film ,0.13889,neg,"['an', 'infuriating', 'film']"
just when you think you are making sense of it something happens that tells you there is no sense ,0.30556,neg,"['just', 'when', 'you', 'think', 'you', 'are', 'making', 'sense', 'of', 'it', 'something', 'happens', 'that', 'tell', 'you', 'there', 'is', 'no', 'sense']"
the entire movie is so formulaic and forgettable that it s hardly over before it begins to fade from memory ,0.11110999999999999,neg,"['the', 'entire', 'movie', 'is', 'so', 'formulaic', 'and', 'forgettable', 'that', 'it', 's', 'hardly', 'over', 'before', 'it', 'begin', 'to', 'fade', 'from', 'memory']"
the setting turns out to be more interesting than any of the character dramas which never reach satisfying conclusions ,0.34722,neg,"['the', 'setting', 'turn', 'out', 'to', 'be', 'more', 'interesting', 'than', 'any', 'of', 'the', 'character', 'drama', 'which', 'never', 'reach', 'satisfying', 'conclusion']"
as an entertainment destination for the general public kung pow sets a new benchmark for lameness ,0.25,neg,"['a', 'an', 'entertainment', 'destination', 'for', 'the', 'general', 'public', 'kung', 'pow', 'set', 'a', 'new', 'benchmark', 'for', 'lameness']"
this misty eyed southern nostalgia piece in treading the line between sappy and sanguine winds up mired in tear drenched quicksand ,0.36111,neg,"['this', 'misty', 'eyed', 'southern', 'nostalgia', 'piece', 'in', 'treading', 'the', 'line', 'between', 'sappy', 'and', 'sanguine', 'wind', 'up', 'mired', 'in', 'tear', 'drenched', 'quicksand']"
as pure over the top trash any john waters movie has it beat by a country mile ,0.097222,neg,"['a', 'pure', 'over', 'the', 'top', 'trash', 'any', 'john', 'water', 'movie', 'ha', 'it', 'beat', 'by', 'a', 'country', 'mile']"
